date,ticker,transaction_type,log_price,value_in_thousands,num_shares,hour_of_day,price_lag_1,price_lag_2,owner_type,percent_change_in_shares,division,major_group
2024-08-13,HYLN,0,0.0,0.0,51500.0,0,0.0,1.9782390361706734,Chief Financial Officer,9.0,Manufacturing,Transportation Equipment
2024-08-13,PCT,0,0.0,0.0,-14300.0,0,0.0,0.0,General Counsel and Secretary,-6.0,Manufacturing,Chemicals And Allied Products
2024-08-13,AMCX,0,0.0,0.0,0.0,0,0.0,0.0,Director,0.0,Transportation and Utilities,Communications
2024-08-13,MVIS,0,0.6151856390902335,-4.407,-5185.0,0,0.0,0.0,GC,-3.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-13,HYLN,0,0.0,0.0,45500.0,0,0.6151856390902335,0.0,Chief Legal&Compliance Officer,8.0,Manufacturing,Transportation Equipment
2024-08-13,NWFL,1,3.2850380271218693,15.297,595.0,0,0.0,0.6151856390902335,EVP & CFO,32.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-13,PATK,0,0.0,0.0,-2000.0,0,3.2850380271218693,0.0,"Director, Chief Executive Officer",-1.0,Manufacturing,Transportation Equipment
2024-08-13,TRIN,1,2.7180005319553784,49.525,3500.0,0,0.0,3.2850380271218693,"Director, CEO, President and CIO",0.0,-1,-1
2024-08-12,BOOT,0,4.927036270219942,-36.845,-269.0,0,2.7180005319553784,0.0,CFO & SECRETARY,-1.0,Retail Trade,Apparel And Accessory Stores
2024-08-12,QSR,0,0.0,0.0,6528013.0,0,4.927036270219942,2.7180005319553784,10% Owner,inf,Retail Trade,Eating And Drinking Places
2024-08-12,GOOGL,0,0.0,0.0,0.0,0,0.0,4.927036270219942,Director,0.0,Services,Business Services
2024-08-12,GOOGL,-1,5.104307769958891,-130.984,-800.0,0,0.0,0.0,Director,-2.0,Services,Business Services
2024-08-12,CC,0,0.0,0.0,20984.0,0,5.104307769958891,0.0,Chief Accounting Officer,inf,Manufacturing,Chemicals And Allied Products
2024-08-12,YOU,-1,3.2965773325320527,-13.01,-500.0,0,0.0,5.104307769958891,Chief Accounting Officer,-5.0,Services,Business Services
2024-08-12,PTC,-1,5.156177599386914,-690.0,-4000.0,0,3.2965773325320527,0.0,Director,-8.0,Services,Business Services
2024-08-12,AMPY,-1,2.0831845279586703,-42.18,-6000.0,0,5.156177599386914,3.2965773325320527,VICE PRESIDENT & CAO,-22.0,Mining,Oil And Gas Extraction
2024-08-12,MOS,-1,3.343568268825519,-346.035,-12666.0,0,2.0831845279586703,5.156177599386914,Director,-27.0,Manufacturing,Chemicals And Allied Products
2024-08-12,CZWI,1,2.605648267484129,5.016,400.0,0,3.343568268825519,2.0831845279586703,EVP/CFO/Treasurer/Secretary,1.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,NN,-1,2.1114245875328868,-5.561,-766.0,0,2.605648267484129,3.343568268825519,Chief Accounting Officer,-1.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,LXEO,-1,2.528125768907977,-57.65,-5000.0,0,2.1114245875328868,2.605648267484129,"Director, Chief Executive Officer",-4.0,Manufacturing,Chemicals And Allied Products
2024-08-12,NN,-1,2.1114245875328868,-8.138,-1121.0,0,2.528125768907977,2.1114245875328868,Senior Vice President,0.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,ELUT,0,0.0,0.0,50000.0,0,2.1114245875328868,2.528125768907977,CHIEF FINANCIAL OFFICER,19.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SYY,0,4.3389886449823125,-103.689,-1371.0,0,0.0,2.1114245875328868,EVP,-2.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,SYY,0,4.3389886449823125,-63.075,-834.0,0,4.3389886449823125,0.0,EVP and CFO,-5.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,SSB,0,4.478812997111569,25.006,287.0,0,4.3389886449823125,4.3389886449823125,Director,0.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,MAIN,0,0.0,0.0,3012.0,0,4.478812997111569,4.3389886449823125,CFO AND TREASURER,28.0,-1,-1
2024-08-12,CRL,0,0.0,0.0,-2500.0,0,0.0,4.478812997111569,"Director, Chairman, President and CEO",-1.0,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-12,ESSA,-1,2.8853592160726205,-10.231,-605.0,0,0.0,0.0,Senior Vice President,0.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,AIM,0,0.23901690047049992,101.887,377358.0,0,2.8853592160726205,0.0,"Director, CEO & President",48.0,Manufacturing,Chemicals And Allied Products
2024-08-12,LRN,0,4.391853195491617,-21.942,-275.0,0,0.23901690047049992,2.8853592160726205,MANAGING DIRECTOR,0.0,Services,Educational Services
2024-08-12,AIM,0,0.23901690047049992,50.943,188679.0,0,4.391853195491617,0.23901690047049992,"COO, Secretary, Gen. Counsel",89.0,Manufacturing,Chemicals And Allied Products
2024-08-12,ITRI,-1,4.577901758833898,-7.512,-78.0,0,0.23901690047049992,4.391853195491617,"SVP, HR",0.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,DLTH,0,0.0,0.0,137614.0,0,4.577901758833898,0.23901690047049992,SVP and Chief Merch. Officer,inf,Retail Trade,Apparel And Accessory Stores
2024-08-12,SGRP,0,0.0,0.0,5421.0,0,0.0,4.577901758833898,Global Chief Operating Officer,19.0,Services,Business Services
2024-08-12,DM,-1,1.6409365794934714,-30.36,-7298.0,0,0.0,0.0,CHIEF OPERATING OFFICER,-16.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,LXEO,0,1.2029723039923526,11.65,5000.0,0,1.6409365794934714,0.0,"Director, Chief Executive Officer",4.0,Manufacturing,Chemicals And Allied Products
2024-08-12,TRGP,-1,4.931808513550284,-688.15,-5000.0,0,1.2029723039923526,1.6409365794934714,Director,-5.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,NN,-1,2.1114245875328868,-9.409,-1296.0,0,4.931808513550284,1.2029723039923526,Chief Financial Officer,0.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,PAR,0,0.0,0.0,3395.0,0,2.1114245875328868,4.931808513550284,Director,31.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,TMP,0,3.916413353729439,171.04,3475.0,0,0.0,2.1114245875328868,"EVP, Pres. Tompkins Comm. Bank",21.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,MAV,1,2.2679936482244267,501.561,57917.0,0,3.916413353729439,0.0,10% Owner,2.0,-1,-1
2024-08-12,MRNA,-1,4.443827035579329,-21.361,-254.0,0,2.2679936482244267,3.916413353729439,President,0.0,Manufacturing,Chemicals And Allied Products
2024-08-12,ALEC,-1,1.801709800081223,-25.3,-5000.0,0,4.443827035579329,2.2679936482244267,Director,-7.0,Manufacturing,Chemicals And Allied Products
2024-08-12,CRVL,-1,5.706445592075685,-89.94,-300.0,0,1.801709800081223,4.443827035579329,EVP - Risk Management Services,-26.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-12,TMP,0,4.024279687773814,-180.808,-3291.0,0,5.706445592075685,1.801709800081223,"EVP, Pres. Tompkins Comm. Bank",-17.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,SQSP,-1,3.8093256071898036,-110.3,-2500.0,0,4.024279687773814,5.706445592075685,Chief Product Officer,-6.0,Services,Business Services
2024-08-12,FRGE,0,0.0,0.0,-43372.0,0,3.8093256071898036,4.024279687773814,"Director, Chief Executive Officer",0.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,FRGE,0,0.0,0.0,-5576.0,0,0.0,3.8093256071898036,Chief Accounting Officer,-1.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,FRGE,0,0.0,0.0,-20760.0,0,0.0,0.0,Chief Financial Officer,-1.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,HMNF,0,2.502255288122613,260.128,23205.0,0,0.0,0.0,"Director, CEO & President",15.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,MIO,1,2.5718485799218085,146.023,12078.0,0,2.502255288122613,0.0,10% Owner,1.0,-1,-1
2024-08-12,PBYI,-1,1.501852701754163,-81.519,-23358.0,0,2.5718485799218085,2.502255288122613,Director,-33.0,Manufacturing,Chemicals And Allied Products
2024-08-12,S,0,2.3739750890807185,592.815,60864.0,0,1.501852701754163,2.5718485799218085,"Director, President, CEO",6.0,Services,Business Services
2024-08-12,PAR,0,0.0,0.0,3395.0,0,2.3739750890807185,1.501852701754163,Director,171.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,FRGE,0,0.0,0.0,-15133.0,0,0.0,2.3739750890807185,Chief Operating Officer,0.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,ALTG,1,1.8946168546677629,56.5,10000.0,0,0.0,0.0,Director,13.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-12,STKS,1,1.5085119938441398,17.6,5000.0,0,1.8946168546677629,0.0,"Director, 10% Owner",0.0,Retail Trade,Eating And Drinking Places
2024-08-12,DCO,-1,4.122121843221548,-200.277,-3300.0,0,1.5085119938441398,1.8946168546677629,"S.V.P., Elec. & Struc. Systems",-5.0,Manufacturing,Transportation Equipment
2024-08-12,ET,1,2.8142103969306005,47040.0,3000000.0,0,4.122121843221548,1.5085119938441398,Director,1.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,PAR,0,0.0,0.0,3395.0,0,2.8142103969306005,4.122121843221548,Director,24.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,EVGO,-1,1.5260563034950492,-59.09,-16414.0,0,0.0,2.8142103969306005,President,-26.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,TRGP,-1,4.9320248935143445,-2753.2,-20000.0,0,1.5260563034950492,0.0,See Remarks,-11.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,FNRN,-1,2.367436065313662,-14.505,-1500.0,0,4.9320248935143445,1.5260563034950492,Director,-2.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,PAR,0,0.0,0.0,3395.0,0,2.367436065313662,4.9320248935143445,Director,14.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,RCG,1,1.0224509277025458,2.093,1176.0,0,0.0,2.367436065313662,"Director, President and CEO",0.0,-1,-1
2024-08-12,AWR,0,4.405254760793088,-2.002,-24.7553,0,1.0224509277025458,0.0,Vice President Water Operation,-2.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,INSW,-1,3.919991175077323,-98.8,-2000.0,0,4.405254760793088,1.0224509277025458,"Director, President & CEO",-1.0,Transportation and Utilities,Water Transportation
2024-08-12,RMD,0,4.6023662586553575,987.2,10000.0,0,3.919991175077323,4.405254760793088,"President, SaaS Business",77.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,AWH,0,0.0,0.0,15803.0,0,4.6023662586553575,3.919991175077323,Director,45.0,Manufacturing,Chemicals And Allied Products
2024-08-12,AWH,0,0.0,0.0,20017.0,0,0.0,4.6023662586553575,Director,70.0,Manufacturing,Chemicals And Allied Products
2024-08-12,HSIC,0,0.0,0.0,-1560.0,0,0.0,0.0,"Director, Chairman, CEO",0.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-12,MORN,0,5.7251198713035585,-381.838,-1250.0,0,0.0,0.0,Director,-3.0,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services"
2024-08-12,CRI,0,4.144562278382718,-70.41,-1134.0,0,5.7251198713035585,0.0,EVP Supply Chain,-4.0,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2024-08-12,L,-1,4.35939751661352,-540.47,-7000.0,0,4.144562278382718,5.7251198713035585,"Sr. VP, Gen. Coun. & Secy.",-41.0,"Finance, Insurance, And Real Estate",Insurance Carriers
2024-08-12,ELUT,0,1.3454723665996355,-44.872,-15800.0,0,4.35939751661352,4.144562278382718,CHIEF SCIENTIFIC OFFICER,-24.0,Manufacturing,Chemicals And Allied Products
2024-08-12,AIZ,-1,5.188111799227011,-267.195,-1500.0,0,1.3454723665996355,4.35939751661352,"EVP, Pres. Global Automotive",-27.0,"Finance, Insurance, And Real Estate",Insurance Carriers
2024-08-12,ELUT,0,1.3454723665996355,-50.666,-17840.0,0,5.188111799227011,1.3454723665996355,CHIEF FINANCIAL OFFICER,-6.0,Manufacturing,Chemicals And Allied Products
2024-08-12,TDOC,-1,2.0955609235597192,-1.469,-206.0,0,1.3454723665996355,5.188111799227011,Chief Technology Officer,0.0,Services,Health Services
2024-08-12,MTW,1,2.3145136638593193,10.014,1098.0,0,2.0955609235597192,1.3454723665996355,"EVP, Human Resources",3.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,XERS,1,1.1786549963416462,10.159,4515.0,0,2.3145136638593193,2.0955609235597192,Director,3.0,Manufacturing,Chemicals And Allied Products
2024-08-12,AWH,0,0.0,0.0,16804.0,0,1.1786549963416462,2.3145136638593193,Director,44.0,Manufacturing,Chemicals And Allied Products
2024-08-12,PAR,0,0.0,0.0,3395.0,0,0.0,1.1786549963416462,Director,30.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,BRX,-1,3.2646137165420543,-251.7,-10000.0,0,0.0,0.0,Director,-22.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,TEAM,-1,4.954276560426871,-1118.919,-7948.0,0,3.2646137165420543,0.0,"Director, Co-CEO, Co-Founder, 10% Owner",-3.0,Services,Business Services
2024-08-12,TEVA,-1,2.9069010598473755,-1711.714,-98943.0,0,4.954276560426871,3.2646137165420543,"Exec. VP, European Commercial",-100.0,Manufacturing,Chemicals And Allied Products
2024-08-12,AWH,0,0.0,0.0,15381.0,0,2.9069010598473755,4.954276560426871,Director,61.0,Manufacturing,Chemicals And Allied Products
2024-08-12,AIZ,-1,5.188781479479729,-311.937,-1750.0,0,0.0,2.9069010598473755,EVP and CLO,-16.0,"Finance, Insurance, And Real Estate",Insurance Carriers
2024-08-12,HSY,-1,5.299167005502614,-107.153,-538.0,0,5.188781479479729,0.0,"VP, Chief Accounting Officer",-14.0,Manufacturing,Food And Kindred Products
2024-08-12,DM,0,1.631199404215613,-2.108,-513.0,0,5.299167005502614,5.188781479479729,CHIEF OPERATING OFFICER,-1.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,MHI,1,2.3427668826268775,10.351,1100.0,0,1.631199404215613,5.299167005502614,10% Owner,0.0,-1,-1
2024-08-12,LRN,0,4.391853195491617,-200.113,-2508.0,0,2.3427668826268775,1.631199404215613,CHIEF FINANCIAL OFFICER,-3.0,Services,Educational Services
2024-08-12,FSLR,-1,5.3981627015177525,-110.0,-500.0,0,4.391853195491617,2.3427668826268775,VP - Global Controller and CAO,-100.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,RMD,-1,5.382658514981787,-2166.0,-10000.0,0,5.3981627015177525,4.391853195491617,"President, SaaS Business",-43.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,LRN,0,4.391853195491617,-120.084,-1505.0,0,5.382658514981787,5.3981627015177525,"EVP, GENERAL COUNSEL",-3.0,Services,Educational Services
2024-08-12,LRN,0,4.391853195491617,-488.953,-6128.0,0,4.391853195491617,5.382658514981787,"Director, CHIEF EXECUTIVE OFFICER",-1.0,Services,Educational Services
2024-08-12,CRVL,0,4.368561383720311,629.285,8075.0,0,4.391853195491617,4.391853195491617,Chief Information Officer,-186.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-12,PCRX,1,2.565718292524414,40.834,3400.0,0,4.368561383720311,4.391853195491617,Director,65.0,Manufacturing,Chemicals And Allied Products
2024-08-12,RJF,-1,4.706281687356503,-3429.21,-31277.0,0,2.565718292524414,4.368561383720311,CEO & President - RJA,-42.0,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services"
2024-08-12,LW,0,0.0,0.0,16463.0,0,4.706281687356503,2.565718292524414,Chief Supply Chain Officer,inf,Manufacturing,Food And Kindred Products
2024-08-12,MSA,0,0.0,0.0,-112.0,0,0.0,4.706281687356503,Director,-1.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,BLMN,1,2.8124102164264526,15.65,1000.0,0,0.0,0.0,Director,9.0,Retail Trade,Eating And Drinking Places
2024-08-12,FBLG,1,1.0647107369924282,19.0,10000.0,0,2.8124102164264526,0.0,Chief Scientific Officer,800.0,-1,-1
2024-08-12,SFM,-1,4.579852378003801,-241.25,-2500.0,0,1.0647107369924282,2.8124102164264526,Director,-19.0,Retail Trade,Food Stores
2024-08-12,ALKT,-1,3.471034341250935,-51950.008,-1666667.0,0,4.579852378003801,1.0647107369924282,"Director, 10% Owner",-10.0,Services,Business Services
2024-08-12,SYY,0,4.3389886449823125,-37.437,-495.0,0,3.471034341250935,4.579852378003801,SVP,-4.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,SSB,0,4.478812997111569,23.786,273.0,0,4.3389886449823125,3.471034341250935,Director,5.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,HCP,0,0.0,0.0,13916.0,0,4.478812997111569,4.3389886449823125,CHIEF MARKETING OFFICER,319.0,Services,Business Services
2024-08-12,HCP,-1,3.54558628428746,-468.413,-13916.0,0,0.0,4.478812997111569,CHIEF MARKETING OFFICER,-76.0,Services,Business Services
2024-08-12,PAYC,-1,5.0651234793803255,-613.86,-3900.0,0,3.54558628428746,0.0,"Director, CEO, President and Chairman, 10% Owner",0.0,Services,Business Services
2024-08-12,SYY,0,4.3389886449823125,-41.37,-547.0,0,5.0651234793803255,3.54558628428746,"SVP, Corp. Affairs and CAO",-2.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,SYY,0,4.3389886449823125,-31.386,-415.0,0,4.3389886449823125,5.0651234793803255,"SVP, GC & Corp Sec",-1.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,ALKT,-1,3.471034341250935,-51950.008,-1666667.0,0,4.3389886449823125,4.3389886449823125,"Director, 10% Owner",-10.0,Services,Business Services
2024-08-12,TRGP,-1,4.9346897371814515,-726.59,-5264.0,0,3.471034341250935,4.3389886449823125,Director,-1.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,NINE,-1,0.8586616190375188,-13.048,-9594.0,0,4.9346897371814515,3.471034341250935,See Remarks,-5.0,Mining,Oil And Gas Extraction
2024-08-12,PCRX,1,2.565718292524414,40.834,3400.0,0,0.8586616190375188,4.9346897371814515,Director,65.0,Manufacturing,Chemicals And Allied Products
2024-08-12,NINE,-1,0.8586616190375188,-33.596,-24703.0,0,2.565718292524414,0.8586616190375188,"Director, See Remarks",-3.0,Mining,Oil And Gas Extraction
2024-08-12,NINE,-1,0.8586616190375188,-3.936,-2894.0,0,0.8586616190375188,2.565718292524414,Chief Accounting Officer,-3.0,Mining,Oil And Gas Extraction
2024-08-12,CBRE,-1,4.699479865458833,-116.948,-1074.0,0,0.8586616190375188,0.8586616190375188,Chief Operating Officer,-2.0,"Finance, Insurance, And Real Estate",Real Estate
2024-08-12,ISRG,-1,6.143670479997313,-111.542,-240.0,0,4.699479865458833,0.8586616190375188,EVP & Chief Strategy & Corp Op,-4.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,NINE,-1,0.8586616190375188,-23.555,-17320.0,0,6.143670479997313,4.699479865458833,See Remarks,-6.0,Mining,Oil And Gas Extraction
2024-08-12,PWR,0,0.0,0.0,-800.0,0,0.8586616190375188,6.143670479997313,Chief Financial Officer,-2.0,Construction,Construction Special Trade Contractors
2024-08-12,PCRX,1,2.5321082512722946,16.212,1400.0,0,0.0,0.8586616190375188,Director,11.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SKY,-1,4.430816798843313,-143.59,-1730.0,0,2.5321082512722946,0.0,Director,-4.0,Manufacturing,"Lumber And Wood Products, Except Furniture"
2024-08-12,FBLG,1,1.0681530811834012,16.235,8500.0,0,4.430816798843313,2.5321082512722946,"Director, Chief Executive Officer",0.0,-1,-1
2024-08-12,CION,1,2.556451816951096,11.89,1000.0,0,1.0681530811834012,4.430816798843313,Director,9.0,-1,-1
